mfcc_mean_1,mfcc_std_1,mfcc_skew_1,mfcc_kurt_1,mfcc_mean_2,mfcc_std_2,mfcc_skew_2,mfcc_kurt_2,mfcc_mean_3,mfcc_std_3,mfcc_skew_3,mfcc_kurt_3,mfcc_mean_4,mfcc_std_4,mfcc_skew_4,mfcc_kurt_4,mfcc_mean_5,mfcc_std_5,mfcc_skew_5,mfcc_kurt_5,mfcc_mean_6,mfcc_std_6,mfcc_skew_6,mfcc_kurt_6,mfcc_mean_7,mfcc_std_7,mfcc_skew_7,mfcc_kurt_7,mfcc_mean_8,mfcc_std_8,mfcc_skew_8,mfcc_kurt_8,mfcc_mean_9,mfcc_std_9,mfcc_skew_9,mfcc_kurt_9,mfcc_mean_10,mfcc_std_10,mfcc_skew_10,mfcc_kurt_10,mfcc_mean_11,mfcc_std_11,mfcc_skew_11,mfcc_kurt_11,mfcc_mean_12,mfcc_std_12,mfcc_skew_12,mfcc_kurt_12,mfcc_mean_13,mfcc_std_13,mfcc_skew_13,mfcc_kurt_13,label,classe_str,arquivo_origem
-276.84431537747207,152.15845635056056,-0.6913378904276828,-0.8565037774995212,51.311744011880165,56.052903159440234,0.6980729322259168,-0.9505958737826896,28.81438206291119,55.45883885960301,-0.6134843911560391,-0.7427848974810494,13.12908244797398,35.19787514189815,1.4283348766801527,1.4752810811102934,13.485722363346698,35.77389480534599,-0.2390719777446446,-1.130907671749744,-8.961652396019515,17.78350153976983,0.3077961966966831,1.1898864045979494,11.21760076197512,20.612816171966006,-0.6913113630035752,0.0534673157232719,2.4993041794640964,14.120704815330454,0.4092307939441915,2.075180184941054,-0.34842115246085187,17.708907510533773,-0.5876880247734588,-0.19792018364419794,5.843945218065983,12.761239558944965,0.4118766228637708,1.2278189203360448,-14.2695466672049,16.19525484236499,-0.5464565814302126,-0.7864286465502301,-1.5208549456065559,13.944104953378593,-0.3518105442184177,-0.44751394709808023,-5.8929552777443694,8.936244790402357,0.03388827502335239,1.4463912561230607,0,bemtevi,XC1000546 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-240.6165509496474,48.72881728421373,0.8009912401922643,-0.12893087293113004,65.73353588166522,33.194851644019664,-1.0363150674042523,0.5830895144808341,-24.85803114225782,22.492339447285495,-0.6990004254045974,-0.2296350501730431,32.48735327131644,18.20879136583824,0.29224842643675486,-0.20042298046570295,16.754194298576554,12.712266399362623,0.02983320871499865,1.256672854516692,0.7344895377736402,11.05715275878356,-0.2515832715145228,0.7640321690179519,16.39876534689455,10.73136234394405,0.1079624698949541,0.2101037392716547,15.592589708125507,11.640200520728094,0.03109238866379018,0.08040054286836407,6.071654016698401,12.535594651873524,-0.7359732261935312,0.09069216002801639,14.229030099114478,13.055155692897818,0.3722917353661812,0.48855894546354417,19.66629358645836,10.267189683285713,-0.19658187024275917,0.9507866272221608,8.04250255541771,9.455429760222817,-0.06754121198042895,0.3852132384219571,3.979612531021341,9.258335029377692,-0.6769976184230044,1.5089180012563634,0,bemtevi,XC1001198 - bem-te-vi-de-coroa - Pitangus sulphuratus derbianus.wav
-167.00405544184702,51.18710945169985,-2.729053462041266,22.656367777893834,81.70504013509441,27.5279127337231,-0.4917397677526799,-0.8029097005565604,23.063823445248104,13.56722867721903,-1.0520919877669968,1.4361995720155445,23.629539060607033,14.157098983730933,1.7248250497767306,2.2965714307387266,9.113093991558623,7.413193481920026,-1.0427880684081843,3.498605777524979,10.987760954194313,8.80913884005609,-1.6442118555591616,3.919872683528376,11.467783184209583,9.775493481771772,1.296590643908167,1.5851035996374376,10.609841670576794,6.37413029737102,-0.47803710032479363,0.714825595016721,4.534071704260802,7.847497928367684,-1.076507855270371,1.417460039011801,13.077532482453833,7.177881241536096,1.0937446112835023,1.5445202917534715,8.149642031451034,6.244864450853094,0.34391349477166433,2.95752426832205,9.00788520127714,5.8859575523290335,1.2859225385288502,3.13755026442679,4.76510295379025,10.557422655635797,-2.1521418772654557,5.074407860389764,0,bemtevi,XC1012147 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-113.17316320689442,27.413378315112865,1.6128517339291633,4.121826105381256,103.93768738517159,19.633391088557563,-1.8229407953476275,5.689995211818566,-37.557265128988135,10.1447840292259,-0.15779954044834937,0.2788144409905815,3.672154881657547,9.50446714147174,0.6373038467430304,1.9418079966694117,-11.467351778993079,8.601359710746987,-1.190282637164208,1.7643432093352018,5.2544339543020016,7.771583702440326,-0.24144720003260975,1.139123466852637,-3.04872916545249,7.2135021237472,0.4227964564793087,1.3784802563436616,3.168195577779659,5.487908207924421,0.10825872984081258,-0.16343206889686845,-5.652970887209807,5.951621680916092,0.03340443158158495,0.8553334319405042,5.75982770882211,5.878098752280043,0.05810955056901232,0.5049529391279179,-3.5584715150738404,5.143577325972453,-0.013783678520307381,0.22817174093810166,4.063445765488438,4.816350978570421,-0.05155943519167364,0.7197117142777065,-2.0956169266484124,5.25285498625056,-1.0124600170732347,3.660481842258675,0,bemtevi,XC1029506 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-108.27487417293922,19.086214440118933,1.223258885341847,0.7087758768587724,46.00789375614797,12.12687492957,-1.2575754503916525,1.1769322712832144,-1.3139506037760365,10.898390201161888,-1.3064585272212226,1.2522523661518896,1.3015807040014213,10.63256567621592,1.2904233610486313,1.291485218760335,-18.4301074149067,8.767633737013346,-0.7539374532415252,0.22286340557851592,-4.772178341589339,7.006305051792414,0.14060492922021042,-0.019478490707818263,-12.72774969160819,8.978841853655346,0.7588936438723706,0.6628477730851849,-14.42576851319276,6.538268983563426,-0.6055289056572208,0.360633202815281,-5.871059471733741,4.473620314597889,-0.2570079797369661,0.25433671479148856,-4.471221304590293,4.771867278089942,-0.11601692164356227,0.263683060695449,3.497295634623676,5.93938252055493,-0.278385193914216,0.5876813205761002,-3.500751630763545,7.916567595910444,1.0292865050296889,1.8874686719304927,1.6799239478209886,6.756592227492995,-0.9493661628517296,1.9787884102950466,0,bemtevi,XC1035650 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-223.28338057999332,39.934909591781974,-1.601981739814776,14.613995062727014,124.40955758479018,36.65895225305701,-1.2391489828074347,0.9344039987768706,-87.7135297261275,29.081906643373674,-0.4891770147030379,-0.806800511928234,27.08171838168773,21.386545734275245,0.5352685021139479,-0.3479910251885556,-24.574525217130844,14.050069177597496,0.7044553776948894,0.2725579873634101,-17.60984886615187,10.13210092157097,-0.13492419711442588,0.23668345198837804,15.180670123236636,8.309067952832427,0.002441380704930982,0.7467578005312911,-15.308639407021877,14.407979567957,0.9924121819921825,0.3372783531414578,-9.036535812486381,8.748058570100687,-0.6163167071612343,0.9557923457771178,-0.23845299186118843,12.622024689042748,-0.2577040441914548,0.29618730080323274,-3.0232352877027866,11.462318409035854,1.2020017293953362,1.7558626319340238,-7.184517234022257,10.048118207708876,0.6945071779365052,1.2487345466566913,-4.563893348493896,8.949018721898902,-0.29315633563446136,1.020290652373097,0,bemtevi,XC33491 - bem-te-vi-de-coroa - Pitangus sulphuratus.mp3
-217.26055997040962,42.40723861461156,-1.1955200872611023,11.971111040695018,121.67760958465273,40.836064847023586,-1.0369341497160904,0.08286769823363382,-83.97886074802912,24.35845777900408,-0.3652556540719092,-0.6990707504451583,23.694017447649056,18.040854284785205,0.3885070162572266,-0.35475341396863636,-22.420182708847587,15.40029917060906,0.6445914184225371,-0.09914728825198482,-18.249025295005396,10.2194946725596,-0.2243098286397764,0.05465755467586009,14.486759424234382,7.964096144565466,0.06963436163920014,0.7328265261907383,-13.687940862658122,14.743161485467002,0.8913352164374774,-0.008704624945806927,-11.012950896315454,9.257730620562077,-0.8259592848469276,0.9803785399685743,1.5849300608815895,12.798214158706115,-0.015615014473252151,0.3417573637381257,-4.381011686574847,10.677823092056286,1.1709922302789317,1.9320706740321851,-6.497931320638282,10.244613908495337,0.9466994943180073,1.3714107333935113,-4.632317173323707,8.894030109492745,-0.5302459523600132,1.1080796684078837,0,bemtevi,XC33491 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-299.49230539689586,51.6756623887464,1.2507279661066761,1.5693015934777428,68.59580080386014,30.257087537633886,-1.8620820499356914,4.326885844352619,14.852851955626429,24.907387330817937,-0.9924264244509332,0.07989838586517761,6.214434205212664,21.265969996018228,1.1771960771200976,0.40423131271257606,17.3513128262451,8.89441770332149,-0.588172754774928,2.116362085551116,6.483212254168596,11.258837132661416,-0.5179597533242934,0.5025704862361797,7.599990754849129,9.347630828658085,1.4805511285411104,2.9396326555474044,16.782896830493357,10.311936929899387,0.4644114872600904,2.443249346874574,-10.144533743217501,8.005229994358805,-0.09284885875495857,3.1583001456517836,14.871451328258415,6.926812324818576,-0.35180281851660933,1.0212687160486222,-11.389067901286381,8.372135534251948,0.3817881398487242,2.3312037774596446,16.77404259959111,8.258851046398796,-0.7620809468074929,1.4789294875359236,-9.182392459472704,10.243899745912904,1.5986479975044519,3.040612727069399,0,bemtevi,XC589984 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-271.9761779772223,40.320350461382695,0.8075071910696316,2.453723204802608,-1.42232267338707,24.231832076980904,-1.731212740250088,2.172735945145651,-13.036066033179884,26.138052552491693,-1.5059527288065355,1.933380570688775,-22.829672611340605,16.444842429200193,1.293525167369889,1.8396018861060641,-9.122115457643579,9.897035259216452,-0.7977903379394784,1.06284893885955,-15.73235366256978,7.9939542106998,0.22523924886437788,1.87466033651548,-17.099745641074655,9.967439016897957,0.8950226635195627,1.6338098409299393,-13.183087960813463,14.156819960856586,-1.0768391186278177,1.4898581952996066,-22.72782346036445,10.119376054154419,1.7544953269689512,7.209313871084017,-5.743170311136583,9.763262715952434,0.2832644525811673,1.4093133693910644,-21.572830143238253,9.882093656394336,-1.279564380252179,3.4375130123230244,-14.773363382521545,9.978037620231325,-0.21044727478158426,2.8553299933441822,-9.336234496641378,8.973283692223678,1.4816547843033743,6.107729621300175,0,bemtevi,XC592826 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
-140.8636878613812,44.13324898924553,1.0273607305828723,-0.2694998972505478,104.940352910182,39.78856582479323,-1.2072825837975039,0.4938444571487164,-33.03709099714157,9.800637676034063,0.4293323185873061,1.2092281566194556,46.55116532232199,13.108547346534442,0.4866494957473641,-0.33049227245952384,-10.382931938351065,10.311728644668248,0.7118293160677459,0.7474186929508693,14.043161363864522,12.904505778652583,-0.6725659275169104,0.8766831529209034,-10.37943601342846,12.121803990362608,0.7086460974640167,-0.29368215534453324,16.263657110352764,7.712080594546539,-0.38019012801958824,1.2862546196075302,-14.398020772945559,10.472030813607756,-0.44241432182253787,0.2633280035803214,16.047304091292336,9.969658480781753,0.9349643704152915,1.804702775637364,-0.776732954315784,10.106540710549792,0.45576594316904545,0.750484899168951,0.9019421388258536,6.691439727364708,-0.9053710320923097,1.3527973323352658,-4.528662624292847,8.097189539475869,-0.5213155255116277,1.6483182152996205,0,bemtevi,XC593047 - bem-te-vi-de-coroa - Pitangus sulphuratus.wav
